true,predicted,confidence
Fear,Sad,0.9603360891342163
Happy,Anger,0.9597457647323608
Disgust,Anger,0.9592257738113403
Neutral,Sad,0.9590831398963928
Disgust,Anger,0.9586591720581055
Neutral,Sad,0.9583086967468262
Surprise,Sad,0.9572460055351257
Disgust,Neutral,0.9563184380531311
Neutral,Surprise,0.9558278322219849
Neutral,Disgust,0.9546000361442566
Surprise,Neutral,0.9527993202209473
Surprise,Sad,0.952566385269165
Sad,Neutral,0.9520882964134216
Neutral,Sad,0.9518510103225708
Surprise,Neutral,0.9504194259643555
Neutral,Happy,0.950056791305542
Anger,Sad,0.9497291445732117
Disgust,Neutral,0.9490187168121338
Disgust,Surprise,0.949012041091919
Neutral,Sad,0.9485659599304199
Fear,Sad,0.9484356641769409
Neutral,Surprise,0.9472395777702332
Disgust,Anger,0.9468974471092224
Neutral,Sad,0.9468262791633606
Fear,Surprise,0.9468240141868591
Anger,Sad,0.9468165636062622
Disgust,Neutral,0.9458101987838745
Neutral,Sad,0.94551020860672
Disgust,Sad,0.9442736506462097
Sad,Happy,0.9439035654067993
Sad,Happy,0.9434601664543152
Surprise,Fear,0.9429842829704285
Happy,Neutral,0.9423119425773621
Disgust,Sad,0.9422935247421265
Sad,Neutral,0.9416024088859558
Neutral,Surprise,0.9415690302848816
Surprise,Sad,0.9402568936347961
Disgust,Anger,0.9398987889289856
Sad,Fear,0.9389626979827881
Happy,Neutral,0.9378837943077087
Sad,Disgust,0.9371836185455322
Surprise,Neutral,0.9366025924682617
Sad,Happy,0.9349423050880432
Neutral,Happy,0.9340021014213562
Neutral,Happy,0.9313900470733643
Sad,Happy,0.9304496049880981
Neutral,Sad,0.9303359985351562
Happy,Neutral,0.9292082786560059
Sad,Happy,0.929019033908844
Disgust,Sad,0.9274665117263794
Sad,Fear,0.9272969365119934
Neutral,Surprise,0.9267662763595581
Happy,Neutral,0.92592853307724
Anger,Sad,0.9252161383628845
Sad,Neutral,0.9239472150802612
Fear,Surprise,0.921633243560791
Neutral,Surprise,0.9215799570083618
Disgust,Neutral,0.9211211800575256
Sad,Neutral,0.9176800847053528
Anger,Surprise,0.9172139763832092
Disgust,Neutral,0.9166193604469299
Neutral,Happy,0.9156507253646851
Disgust,Neutral,0.9119374752044678
Anger,Neutral,0.9104512929916382
Disgust,Neutral,0.9102104902267456
Neutral,Sad,0.9072607159614563
Happy,Surprise,0.9071448445320129
Disgust,Surprise,0.9070530533790588
Neutral,Sad,0.9035556316375732
Neutral,Sad,0.8993909955024719
Sad,Happy,0.8989591598510742
Sad,Fear,0.8984494805335999
Surprise,Neutral,0.8974351286888123
Neutral,Disgust,0.892392098903656
Happy,Disgust,0.8906069993972778
Sad,Neutral,0.8882225155830383
Neutral,Happy,0.8869946002960205
Neutral,Sad,0.8835228085517883
Neutral,Sad,0.8831617832183838
Neutral,Happy,0.8799095749855042
Disgust,Neutral,0.877410888671875
Happy,Surprise,0.8765140175819397
Neutral,Sad,0.874313235282898
Anger,Disgust,0.8722826838493347
Sad,Disgust,0.8719716668128967
Surprise,Neutral,0.8705042600631714
Neutral,Surprise,0.870120108127594
Neutral,Sad,0.8673762083053589
Neutral,Surprise,0.866254985332489
Disgust,Sad,0.8659098148345947
Fear,Surprise,0.8653713464736938
Disgust,Sad,0.8638827204704285
Disgust,Sad,0.8634855151176453
Disgust,Happy,0.8632173538208008
Surprise,Happy,0.8631876707077026
Sad,Surprise,0.8617699146270752
Happy,Neutral,0.8613959550857544
Surprise,Neutral,0.8604589104652405
Anger,Fear,0.8602631092071533
Sad,Neutral,0.858929455280304
Happy,Neutral,0.8588030934333801
Surprise,Fear,0.8581746816635132
Disgust,Fear,0.8578809499740601
Sad,Neutral,0.8578108549118042
Surprise,Fear,0.8571905493736267
Fear,Surprise,0.8564505577087402
Disgust,Anger,0.8563289046287537
Happy,Fear,0.8558701872825623
Sad,Fear,0.854996919631958
Neutral,Happy,0.851233720779419
Happy,Sad,0.8504845499992371
Anger,Neutral,0.8481332659721375
Fear,Happy,0.8465091586112976
Disgust,Neutral,0.8463084101676941
Neutral,Disgust,0.8432070016860962
Happy,Neutral,0.8416327238082886
Anger,Neutral,0.8414713144302368
Sad,Neutral,0.8413397073745728
Neutral,Sad,0.8382927775382996
Neutral,Surprise,0.8374865055084229
Sad,Happy,0.8371164202690125
Neutral,Sad,0.8344202637672424
Neutral,Sad,0.8338209390640259
Sad,Neutral,0.831963300704956
Sad,Anger,0.8292347192764282
Sad,Disgust,0.8269833922386169
Fear,Disgust,0.8250292539596558
Happy,Neutral,0.8247935175895691
Sad,Neutral,0.8194557428359985
Neutral,Happy,0.8188325762748718
Anger,Happy,0.8177193403244019
Sad,Happy,0.8158593773841858
Disgust,Sad,0.8140832185745239
Neutral,Sad,0.8104867935180664
Disgust,Sad,0.8087596297264099
Sad,Happy,0.807648241519928
Sad,Neutral,0.8070802688598633
Neutral,Sad,0.8036507964134216
Neutral,Surprise,0.8021815419197083
Anger,Sad,0.8016283512115479
Surprise,Neutral,0.8009963631629944
Sad,Disgust,0.7901275753974915
Disgust,Happy,0.7899040579795837
Surprise,Anger,0.7893558740615845
Sad,Happy,0.7874338030815125
Neutral,Sad,0.7856048941612244
Happy,Neutral,0.7849141359329224
Fear,Sad,0.7839609384536743
Disgust,Neutral,0.7820076942443848
Happy,Neutral,0.7790303826332092
Sad,Happy,0.7780130505561829
Neutral,Surprise,0.776703953742981
Anger,Happy,0.7762249112129211
Happy,Neutral,0.7757843136787415
Disgust,Sad,0.7745176553726196
Surprise,Sad,0.7744874358177185
Anger,Neutral,0.774398684501648
Neutral,Happy,0.7712903618812561
Sad,Happy,0.7691255807876587
Sad,Happy,0.7679840326309204
Sad,Neutral,0.7666021585464478
Disgust,Neutral,0.7664435505867004
Disgust,Sad,0.7649252414703369
Surprise,Happy,0.764742910861969
Disgust,Sad,0.7645474672317505
Neutral,Sad,0.760099470615387
Sad,Neutral,0.7599202394485474
Disgust,Anger,0.757384717464447
Fear,Surprise,0.75493985414505
Disgust,Sad,0.7543976902961731
Neutral,Surprise,0.7517419457435608
Neutral,Sad,0.7504909634590149
Surprise,Neutral,0.7492451071739197
Neutral,Sad,0.7481231689453125
Neutral,Sad,0.7479450702667236
Surprise,Sad,0.747063159942627
Disgust,Sad,0.7427532076835632
Neutral,Fear,0.7404522895812988
Neutral,Anger,0.7384070158004761
Sad,Neutral,0.737177848815918
Surprise,Disgust,0.7363569140434265
Surprise,Neutral,0.7355062365531921
Neutral,Surprise,0.7330432534217834
Neutral,Sad,0.7318392992019653
Sad,Neutral,0.7312598824501038
Neutral,Sad,0.7310320734977722
Anger,Disgust,0.7306137681007385
Neutral,Sad,0.7295809388160706
Happy,Neutral,0.7270368933677673
Anger,Disgust,0.7237182259559631
Neutral,Sad,0.7176889777183533
Disgust,Neutral,0.7173794507980347
Happy,Neutral,0.7140776515007019
Disgust,Anger,0.7129504084587097
Anger,Happy,0.7116857171058655
Surprise,Fear,0.7116006016731262
Neutral,Sad,0.7072830200195312
Neutral,Happy,0.7070094347000122
Sad,Happy,0.705869734287262
Surprise,Neutral,0.7014576196670532
Fear,Neutral,0.7007910013198853
Happy,Fear,0.6984957456588745
Surprise,Disgust,0.6975359916687012
Happy,Sad,0.6962136626243591
Neutral,Surprise,0.6950638294219971
Disgust,Surprise,0.6941048502922058
Neutral,Sad,0.6934489011764526
Disgust,Neutral,0.6908289194107056
Sad,Neutral,0.6869446635246277
Sad,Happy,0.6848735809326172
Neutral,Happy,0.6797129511833191
Disgust,Surprise,0.6774913668632507
Neutral,Happy,0.6766170263290405
Anger,Fear,0.6745408773422241
Disgust,Happy,0.6744791865348816
Surprise,Neutral,0.6731572151184082
Happy,Neutral,0.6731176972389221
Neutral,Sad,0.6730228662490845
Neutral,Surprise,0.6730186343193054
Disgust,Anger,0.6715673208236694
Sad,Neutral,0.6702378392219543
Sad,Neutral,0.6691833138465881
Neutral,Sad,0.6691213250160217
Sad,Happy,0.6664999127388
Happy,Surprise,0.6631734371185303
Neutral,Sad,0.6628468036651611
Neutral,Surprise,0.6622170805931091
Happy,Sad,0.6539530754089355
Disgust,Anger,0.6524486541748047
Surprise,Disgust,0.6459378004074097
Neutral,Sad,0.6432675123214722
Happy,Sad,0.6431300640106201
Disgust,Neutral,0.6407749652862549
Surprise,Neutral,0.638069212436676
Fear,Surprise,0.6345037817955017
Neutral,Sad,0.6337302923202515
Neutral,Sad,0.6336706876754761
Anger,Disgust,0.6324203610420227
Disgust,Neutral,0.6312555074691772
Anger,Happy,0.6305694580078125
Anger,Surprise,0.6299552321434021
Neutral,Sad,0.629486083984375
Anger,Neutral,0.6276087760925293
Fear,Sad,0.6262657642364502
Neutral,Sad,0.6231185793876648
Neutral,Sad,0.6193395256996155
Surprise,Fear,0.6191288232803345
Happy,Neutral,0.6183290481567383
Neutral,Happy,0.6172091960906982
Happy,Neutral,0.6147000193595886
Sad,Happy,0.6119512319564819
Anger,Happy,0.6050302982330322
Neutral,Surprise,0.6044620275497437
Neutral,Sad,0.6035329699516296
Neutral,Surprise,0.6034314036369324
Disgust,Happy,0.6012015342712402
Neutral,Sad,0.6009806394577026
Neutral,Happy,0.6007043123245239
Fear,Anger,0.6003188490867615
Neutral,Happy,0.5879887938499451
Neutral,Happy,0.583690881729126
Neutral,Happy,0.5826995968818665
Surprise,Neutral,0.5811856389045715
Anger,Sad,0.5799155235290527
Happy,Neutral,0.5790258646011353
Fear,Sad,0.5782345533370972
Happy,Anger,0.5773919224739075
Anger,Fear,0.5740609765052795
Anger,Happy,0.5727484822273254
Sad,Neutral,0.5705683827400208
Sad,Happy,0.5654733180999756
Neutral,Happy,0.5652217268943787
Happy,Neutral,0.5647385120391846
Neutral,Surprise,0.5628993511199951
Disgust,Neutral,0.5590173602104187
Anger,Fear,0.5587353706359863
Sad,Neutral,0.5576029419898987
Neutral,Sad,0.5574944019317627
Disgust,Sad,0.5563028454780579
Sad,Happy,0.5560237765312195
Happy,Disgust,0.5556608438491821
Happy,Sad,0.5534384846687317
Sad,Neutral,0.5529593825340271
Neutral,Disgust,0.5515860915184021
Anger,Disgust,0.5512312650680542
Neutral,Sad,0.5511505007743835
Disgust,Sad,0.550417423248291
Neutral,Happy,0.550398051738739
Sad,Neutral,0.5396941900253296
Happy,Neutral,0.5393237471580505
Anger,Happy,0.5390467643737793
Disgust,Happy,0.5366990566253662
Surprise,Neutral,0.536510705947876
Surprise,Neutral,0.5354288816452026
Surprise,Anger,0.5352399945259094
Sad,Anger,0.5351624488830566
Sad,Disgust,0.533338189125061
Fear,Anger,0.5287927985191345
Anger,Fear,0.5266279578208923
Sad,Neutral,0.522196888923645
Happy,Sad,0.5208123326301575
Happy,Sad,0.5198233723640442
Anger,Disgust,0.5191562175750732
Happy,Sad,0.5181834101676941
Disgust,Neutral,0.5179002285003662
Happy,Disgust,0.5177918672561646
Surprise,Sad,0.5172392129898071
Sad,Neutral,0.5158460140228271
Surprise,Happy,0.5148038268089294
Sad,Fear,0.5144566297531128
Sad,Disgust,0.5129762291908264
Happy,Neutral,0.5103575587272644
Neutral,Disgust,0.507688045501709
Neutral,Happy,0.5057017207145691
Fear,Happy,0.5056381821632385
Disgust,Anger,0.5051975250244141
Anger,Happy,0.5010135173797607
Happy,Neutral,0.5008783936500549
Anger,Happy,0.4899601638317108
Neutral,Disgust,0.47823721170425415
Happy,Sad,0.4637455642223358
Happy,Anger,0.462105929851532
Sad,Neutral,0.455178827047348
Sad,Surprise,0.44593802094459534
Neutral,Happy,0.44591251015663147
Disgust,Anger,0.43958666920661926
Sad,Neutral,0.42497706413269043
Surprise,Happy,0.4189973771572113
Sad,Happy,0.4073939919471741
Anger,Surprise,0.3998032510280609
Surprise,Sad,0.3892771601676941
Surprise,Disgust,0.37464162707328796
Sad,Neutral,0.36736181378364563
Disgust,Neutral,0.34435078501701355
